stata_name,stcd,year,total_hosp_cost,total_hosp_revenue,hospital_beds,bedsize_cat,teaching_hospital,system_member,level_trauma,white,rural_area,herf_cat,herf_index,non_white,log_hosp_cost,log_hosp_revenue,total_hospital_beds,total_hospital_medicare_days,total_hospital_medicaid_days,interns_and_residents,total_hospital_employees_on_payr,total_hospital_non_paid_workers,total_hospital_medicare_discharg,total_hospital_medicaid_discharg,total_hospital_discharges,own
Michigan,44,2012,3.86E+07,3.79E+07,25,2,0,0,3,96.2,1,2,2,3.800003,17.46856,17.4492,47.38,2738.7,260.1,,427.62,,816.208,61,1577,1
Michigan,44,2012,6.32E+07,6.88E+07,691,3,0,1,0,95.5,0,2,2,4.5,17.96199,18.04684,25.75,1349.46,38.76,,400.488,,431.456,7,711,1
Michigan,44,2012,3.70E+07,4.87E+07,25,2,0,1,0,90.5,0,2,2,9.5,17.42628,17.70159,25.75,2438.82,112.2,,194.748,,657.192,61,1019,1
Michigan,44,2012,3.56E+07,4.02E+07,60,3,0,1,0,87.6,0,2,2,12.4,17.38797,17.51025,8.24,72.42,,,104.076,,2.224,,3,0
Michigan,44,2012,1.52E+07,1.65E+07,47,2,0,1,0,95.1,0,2,2,4.900002,16.53738,16.61802,25.75,1970.64,76.5,,214.44,,547.104,39,835,1
Michigan,44,2012,4.86E+07,4.99E+07,25,2,0,1,0,84.9,0,2,2,15.1,17.70013,17.72485,90.64,7929.48,1584.06,,594.84,,1961.568,646,4770,0
Michigan,44,2012,4.34E+07,4.43E+07,25,2,0,1,0,89.7,0,2,2,10.3,17.58708,17.60639,25.75,642.6,42.84,,200.544,,269.104,15,493,1
Michigan,44,2012,2.68E+07,2.71E+07,25,2,0,1,0,87.4,0,1,2,12.6,17.1054,17.11596,80.34,6252.6,486.54,,677.6639,,1881.504,173,4327,1
Michigan,44,2012,2.90E+07,2.98E+07,25,2,0,1,0,89.1,0,2,2,10.9,17.18205,17.21123,45.32,1212.78,33.66,,206.76,,393.648,10,721,2
Michigan,44,2012,1.61E+08,1.68E+08,213,5,0,1,0,77.3,0,2,2,22.7,18.89743,18.93885,25.75,2323.56,133.62,,276.612,,619.384,173,988,2
Michigan,44,2012,6.99E+07,7.30E+07,691,3,0,1,0,96.5,1,2,2,3.5,18.06273,18.10659,25.75,1737.06,54.06,,328.356,,421.448,19,644,2
Michigan,44,2012,2.42E+07,2.65E+07,25,2,0,1,0,96.9,1,2,2,3.099998,16.99988,17.09176,25.75,1437.18,85.68,,202.728,,542.656,28,794,2
Michigan,44,2012,4.29E+07,4.43E+07,49,2,0,1,0,95.8,1,2,2,4.199997,17.57484,17.60646,50.47,3042.66,257.04,,325.68,,1103.104,84,1672,2
Michigan,44,2012,2.20E+07,2.32E+07,68,3,0,1,0,95.8,1,2,2,4.199997,16.90662,16.96066,50.47,2801.94,343.74,,434.712,,993.016,80,1747,1
Michigan,44,2012,2.13E+07,2.49E+07,24,1,0,1,0,83.7,1,2,2,16.3,16.87383,17.02906,59.74,4838.88,368.22,,452.304,,1731.384,122,3096,2
Michigan,44,2012,4.93E+07,5.35E+07,74,3,0,1,0,95.8,1,2,2,4.199997,17.71378,17.7956,24.72,597.72,67.32,,111.48,,215.728,20,357,0
Michigan,44,2012,5.17E+07,5.51E+07,20,1,0,1,0,95.5,1,2,2,4.5,17.76049,17.82471,25.75,1340.28,44.88,,181.92,,497.064,17,630,1
Michigan,44,2012,5.23E+07,5.18E+07,35,2,0,1,1,82.7,0,2,2,17.3,17.77175,17.76242,194.67,17439.96,1535.1,5.9,2138.172,,4098.832,306,11754,0
Michigan,44,2012,1.50E+09,1.67E+09,1066,8,0,1,1,76,0,2,2,24,21.12737,21.23594,1023.82,78102.42,32233.02,227.05,9321.6,,16238.536,4878,56239,0
Michigan,44,2012,3.22E+08,3.30E+08,1050,4,0,1,1,75.1,0,2,1,24.9,19.5887,19.61439,417.15,31987.2,13301.82,100.17,3185.292,,7822.92,1975,25049,0
Michigan,44,2012,5.57E+08,5.97E+08,368,6,0,1,1,79.9,0,2,2,20.1,20.13738,20.20662,294.58,33053.1,3949.44,91.91,2539.2,,8813.712,897,20122,1
Michigan,44,2012,3.78E+08,4.30E+08,387,6,0,1,1,79.9,0,2,2,20.1,19.74953,19.87975,25.75,1218.9,34.68,,295.728,,441.464,14,790,1
Michigan,44,2012,8.05E+07,8.10E+07,872,4,0,1,2,92.1,0,2,2,7.900002,18.20373,18.2094,242.05,21610.74,4269.72,74.98,2402.4,,5757.936,1417,18493,0
Michigan,44,2012,2.49E+08,2.57E+08,228,5,0,1,2,70.5,0,2,2,29.5,19.33297,19.36339,101.97,313.14,,,206.628,,72.28,,2946,0
Michigan,44,2012,1.95E+08,1.81E+08,218,5,0,1,2,79.8,0,2,2,20.2,19.08725,19.0131,158.62,10798.74,701.76,,705.3361,,2544.256,117,3992,1
Michigan,44,2012,4.92E+08,5.51E+08,691,6,0,1,2,76,0,2,2,24,20.01446,20.12724,70.04,3300.72,323.34,0.65,440.448,,896.272,139,1765,0
Michigan,44,2012,1.60E+07,1.68E+07,99,3,0,1,2,95.3,0,2,2,4.699997,16.58703,16.63469,210.12,8935.2,983.28,,686.4,,2443.064,224,5262,0
Michigan,44,2012,3.95E+07,3.50E+07,68,3,0,1,2,92.1,0,2,2,7.900002,17.49232,17.37221,210.12,8935.2,983.28,,686.4,,2443.064,224,5262,0
Michigan,44,2012,6.38E+07,6.80E+07,40,2,0,1,3,91,0,2,2,9,17.97182,18.03483,41.2,2941.68,507.96,,518.088,,884.04,724,2676,0
Michigan,44,2012,6.31E+07,6.90E+07,117,4,0,1,3,92.6,1,2,2,7.400002,17.96033,18.04961,32.96,4308.48,353.94,,556.152,,1236.544,147,2955,1
Michigan,44,2012,2.73E+08,2.69E+08,208,5,1,0,0,76,0,2,2,24,19.42369,19.41097,214.24,12063.54,16509.72,64.14,2185.608,,2914.552,2045,9495,0
Michigan,44,2012,2.38E+08,2.33E+08,254,5,1,0,0,75.1,0,2,1,24.9,19.28614,19.2663,175.1,7581.66,2821.32,,1544.4,,2105.016,649,7288,0
Michigan,44,2012,6.20E+07,6.11E+07,39,2,1,0,0,85.7,0,2,2,14.3,17.94265,17.92741,193.64,25691.76,1558.56,40.41,1433.316,,5284.224,420,11386,1
Michigan,44,2012,4.81E+08,5.13E+08,533,8,1,0,0,70.5,0,2,2,29.5,19.99226,20.05578,501.61,56942.52,10017.42,63.32,4167.108,,12386.568,1501,26823,0
Michigan,44,2012,1.73E+08,1.93E+08,130,4,1,0,0,85.7,0,2,2,14.3,18.97009,19.07968,83.43,1817.64,156.06,,493.092,,519.304,27,1749,1
Michigan,44,2012,5.71E+07,5.71E+07,84,3,1,0,0,95.9,1,2,2,4.099998,17.85996,17.86004,54.59,4839.9,390.66,5,382.284,,1416.688,89,2902,0
Michigan,44,2012,3.41E+07,3.31E+07,74,3,1,0,0,94.8,1,2,2,5.199997,17.34595,17.31366,25.75,1783.98,79.56,,305.724,,551.552,26,752,0
Michigan,44,2012,2.79E+08,2.83E+08,306,6,1,0,2,75.1,0,2,1,24.9,19.44534,19.45975,288.4,32274.84,4069.8,153.03,2223.816,14.056,7056.752,882,15630,0
Michigan,44,2012,3.24E+08,3.42E+08,250,5,1,1,0,93.1,0,2,2,6.900002,19.59652,19.65062,115.36,8682.24,795.6,,793.212,,2310.736,201,4197,0
Michigan,44,2012,2.89E+08,2.93E+08,691,4,1,1,0,77.3,0,2,2,22.7,19.48312,19.49444,371.83,34435.2,4809.3,99.74,2002.8,61.6,7562.712,662,15822,1
Michigan,44,2012,1.04E+08,9.85E+07,136,4,1,1,0,87.4,0,2,2,12.6,18.45605,18.40578,405.82,57133.26,4273.8,20.68,3087.528,,13311.752,1173,28839,0
Michigan,44,2012,5.01E+08,5.51E+08,1464,6,1,1,0,75.1,0,2,1,24.9,20.03257,20.12759,164.8,19274.94,1227.06,12.18,2191.752,,4940.616,303,9329,1
Michigan,44,2012,2.47E+08,2.50E+08,872,5,1,1,0,49.6,0,2,1,50.4,19.32315,19.33702,272.95,23359.02,2046.12,18.93,2154.6,,6430.696,435,11748,0
Michigan,44,2012,7.68E+08,8.24E+08,638,8,1,1,1,72.4,0,2,2,27.6,20.45983,20.52969,535.6,51421.26,12872.4,173.19,5236.8,,10318.248,2188,31203,0
Michigan,44,2012,1.09E+08,1.12E+08,872,3,1,1,1,95.3,0,2,2,4.699997,18.50652,18.5379,805.46,72056.88,19659.48,586.69,12208.48,,12763.536,3677,39892,0
Michigan,44,2012,1.16E+09,1.23E+09,1464,8,1,1,1,75.1,0,2,1,24.9,20.87178,20.92778,62.83,5518.2,211.14,25.61,684.984,,1733.608,61,3212,1
Michigan,44,2012,4.27E+08,4.23E+08,543,7,1,1,1,83.9,0,2,2,16.1,19.87243,19.86227,488.22,58655.1,5896.62,116.48,3554.832,,12839.152,1352,26768,0
Michigan,44,2012,2.65E+08,2.68E+08,348,6,1,1,1,49.6,0,2,1,50.4,19.39371,19.40759,1015.58,131158.74,15604.98,376.16,9375.359,,23503.232,2530,57588,0
Michigan,44,2012,1.62E+09,1.58E+09,1050,8,1,1,1,49.6,0,2,1,50.4,21.20736,21.18283,1015.58,131158.74,15604.98,376.16,9375.359,,23503.232,2530,57588,2
Michigan,44,2012,3.69E+08,4.05E+08,493,6,1,1,2,83.9,0,2,2,16.1,19.72611,19.82047,358.44,47323.92,5203.02,149.58,3202.8,,8936.032,893,20817,2
Michigan,44,2012,1.36E+08,1.46E+08,1091,5,1,1,2,49.6,0,2,1,50.4,18.73009,18.7959,105.06,15042.96,1933.92,12.88,1067.76,,3351.568,352,5976,0
Michigan,44,2012,3.69E+08,4.05E+08,493,4,1,1,2,75.1,0,2,1,24.9,19.72611,19.82047,167.89,22830.66,2061.42,,1318.86,,5266.432,505,10945,2
Michigan,44,2012,6.13E+08,6.40E+08,1091,8,1,1,2,49.6,0,2,1,50.4,20.23322,20.27705,517.06,65278.98,5831.34,167.69,4373.424,,14231.376,1462,31942,2
Michigan,44,2012,6.04E+08,6.38E+08,430,7,1,1,2,75.1,0,2,1,24.9,20.21912,20.27356,196.73,19748.22,3075.3,28.19,1134.432,,4307.888,958,8714,0
Michigan,44,2012,1.37E+08,1.49E+08,1091,4,1,1,2,49.6,0,2,1,50.4,18.73205,18.81805,612.85,73849.02,11753.46,109.81,4284.804,,14011.2,1573,31390,1
Michigan,44,2012,1.29E+08,1.25E+08,1091,4,1,1,2,49.6,0,2,1,50.4,18.67518,18.64598,375.95,50027.94,4615.5,17,3863.016,,11167.816,959,23783,0
Michigan,44,2012,4.10E+08,4.19E+08,410,7,1,1,2,72.7,0,2,2,27.3,19.83108,19.85286,296.64,30899.88,3564.9,91.36,1936.116,,7648.336,833,14682,2
Michigan,44,2012,4.65E+08,5.09E+08,391,6,1,1,2,93.3,0,2,2,6.699997,19.95862,20.04744,706.58,62442.36,16170.06,226.26,4858.104,448,13117.152,2300,30889,2
Michigan,44,2012,7.07E+08,7.39E+08,680,8,1,1,2,49.6,0,2,1,50.4,20.37693,20.42061,198.79,20261.28,1438.2,45.66,941.544,,4235.608,266,8214,0
Michigan,44,2012,1.55E+08,1.67E+08,186,4,1,1,2,92.1,0,2,2,7.900002,18.85763,18.93621,198.79,20261.28,1438.2,45.66,941.544,,4235.608,266,8214,2
Michigan,44,2012,3.82E+08,3.94E+08,872,7,1,1,3,75.1,0,2,1,24.9,19.76023,19.79154,300.76,48260.28,2759.1,71.81,2678.688,,11501.416,1074,19970,2
Minnesota,61,2012,1.47E+07,1.46E+07,12,1,0,0,0,97,1,2,2,3,16.5066,16.49556,25.75,737.46,43.86,,77.232,,58.936,11,105,0
Minnesota,61,2012,6394560,6555853,20,1,0,0,0,94.8,1,2,2,5.199997,15.67096,15.69587,12.36,1199.52,10.2,,112.02,,170.136,3,281,1
Minnesota,61,2012,1.08E+07,9847443,21,1,0,0,0,77,1,2,2,23,16.19286,16.10272,25.75,939.42,4.08,,67.692,,87.848,2,107,1
Minnesota,61,2012,1.23E+07,1.29E+07,70,3,0,0,0,97.5,1,2,2,2.5,16.32296,16.37194,15.45,582.42,5.1,,85.356,,100.08,3,131,2
Minnesota,61,2012,3.65E+07,3.81E+07,25,2,0,0,0,91.8,1,2,2,8.199997,17.41313,17.4548,25.75,2359.26,186.66,,304.032,,549.328,58,1065,0
Minnesota,61,2012,4.49E+07,4.64E+07,25,2,0,0,0,95.8,1,2,2,4.199997,17.61938,17.65192,20.6,462.06,17.34,,52.38,,116.76,9,179,1
Minnesota,61,2012,3.34E+08,3.38E+08,267,5,0,0,2,92.3,0,2,2,7.699997,19.62718,19.63986,80.34,2509.2,861.9,,458.64,,925.184,163,5816,0
Minnesota,61,2012,1.01E+08,1.15E+08,90,3,0,0,2,71.7,0,1,2,28.3,18.42609,18.56444,245.14,19979.76,9166.74,8.31,2170.02,,4737.12,1767,10953,2
Minnesota,61,2012,1.04E+08,9.78E+07,108,4,0,0,3,94.7,0,2,2,5.300003,18.4561,18.39828,108.15,7150.2,1024.08,,1224.744,,2100.568,172,5423,0
Minnesota,61,2012,1.75E+08,1.77E+08,105,4,0,0,3,90.7,0,1,2,9.300003,18.98009,18.99063,82.4,3952.5,1008.78,,746.52,,1274.352,244,2619,2
Minnesota,61,2012,1.29E+07,1.32E+07,17,1,0,0,3,97.2,1,2,2,2.800003,16.37161,16.39673,20.6,652.8,13.26,,102.552,,166.8,6,241,1
Minnesota,61,2012,2.33E+07,2.27E+07,52,3,0,0,3,93.1,1,2,2,6.900002,16.96598,16.93863,25.75,1834.98,846.6,,556.704,,365.848,252,1348,0
Minnesota,61,2012,9.16E+07,9.50E+07,135,4,0,0,3,92.6,1,2,2,7.400002,18.33319,18.36947,17.51,1714.62,4.08,,113.448,,94.52,8,129,0
Minnesota,61,2012,1.38E+07,1.50E+07,20,1,0,0,3,96.9,1,2,2,3.099998,16.43666,16.52452,16.48,705.84,133.62,,161.388,,176.808,30,499,2
Minnesota,61,2012,1.48E+07,1.44E+07,58,3,0,1,0,92.3,0,2,2,7.699997,16.51026,16.48495,25.75,476.34,22.44,,77.448,,130.104,11,181,0
Minnesota,61,2012,4.79E+07,5.52E+07,1112,2,0,1,0,89,0,2,2,11,17.68544,17.82589,25.75,2465.34,338.64,,416.424,,852.904,494,1861,0
Minnesota,61,2012,6.21E+07,7.36E+07,1112,2,0,1,0,93.7,0,1,2,6.300003,17.94397,18.11465,38.11,1864.56,934.32,,384.432,,852.904,528,2737,1
Minnesota,61,2012,2.49E+07,3.11E+07,93,3,0,1,0,90.6,0,2,2,9.400002,17.03162,17.25321,32.96,2375.58,1060.8,,269.412,,821.768,621,2507,0
Minnesota,61,2012,7.11E+07,8.22E+07,1112,2,0,1,0,95.2,0,2,2,4.800003,18.07988,18.22515,16.48,1050.6,10.2,,325.8,,113.424,8,240,0
Minnesota,61,2012,1.04E+07,1.06E+07,565,2,0,1,0,87.5,0,2,2,12.5,16.15334,16.18073,25.75,1344.36,48.96,,156.648,,234.632,12,469,2
Minnesota,61,2012,1.90E+08,1.89E+08,565,4,0,1,0,74.4,0,2,2,25.6,19.06126,19.05822,25.75,1344.36,48.96,,156.648,,234.632,12,469,1
Minnesota,61,2012,5.39E+07,6.12E+07,578,2,0,1,0,90.4,1,2,2,9.599998,17.80192,17.92889,15.45,1160.76,48.96,,71.004,,139,9,181,2
Minnesota,61,2012,1.47E+07,1.61E+07,59,3,0,1,0,95.5,1,2,2,4.5,16.50422,16.59533,25.75,1518.78,212.16,,155.832,,253.536,59,512,0
Minnesota,61,2012,2.13E+07,2.13E+07,565,4,0,1,0,91.8,1,2,2,8.199997,16.87551,16.87289,55.62,1623.84,367.2,,347.604,,588.248,98,1937,1
Minnesota,61,2012,2.23E+07,2.60E+07,565,2,0,1,0,95.4,1,2,2,4.599998,16.91959,17.07302,25.75,1614.66,115.26,,127.584,,172.36,28,304,2
Minnesota,61,2012,3.67E+08,3.65E+08,154,4,0,1,2,92.3,0,2,2,7.699997,19.71964,19.71622,144.2,8483.34,3309.9,,1160.832,,2739.968,885,5520,0
Minnesota,61,2012,1.21E+09,1.29E+09,814,8,0,1,2,71.7,0,1,0,28.3,20.91475,20.97775,622.12,35293.02,15233.7,325.14,5704.944,,6520.768,2399,26793,2
Minnesota,61,2012,1.65E+08,1.68E+08,162,4,0,1,2,96,0,2,2,4,18.9209,18.94087,117.42,8276.28,6920.7,,2958.612,,1186.504,1177,3761,0
Minnesota,61,2012,1.16E+08,1.29E+08,86,3,0,1,3,84.5,0,1,2,15.5,18.56889,18.67377,88.58,5313.18,1530,,646.98,,1865.936,1141,5455,0
Minnesota,61,2012,1.93E+08,2.00E+08,1112,5,0,1,3,85.2,0,1,2,14.8,19.07652,19.11395,59.74,3683.22,447.78,,660.672,,1258.784,116,3726,0
Minnesota,61,2012,2.40E+07,2.51E+07,168,4,0,1,3,95.6,0,2,2,4.400002,16.99154,17.03776,25.75,1396.38,445.74,,380.28,,384.752,117,849,0
Minnesota,61,2012,7.82E+07,9.16E+07,1112,3,0,1,3,95.1,0,1,2,4.900002,18.17416,18.33347,88.58,6468.84,835.38,0.06,687.66,,2352.992,864,7478,2
Minnesota,61,2012,1.82E+08,2.12E+08,578,4,0,1,3,82.3,0,1,2,17.7,19.02181,19.17379,104.03,6181.2,3312.96,,813.504,,1223.2,841,3676,0
Minnesota,61,2012,7.42E+07,7.43E+07,177,4,0,1,3,92.8,0,2,2,7.199997,18.12238,18.12395,184.37,17988.72,6035.34,12.71,1616.82,,4397.96,954,10626,2
Minnesota,61,2012,3.67E+07,3.69E+07,25,2,0,1,3,84.5,0,1,2,15.5,17.41704,17.42237,318.27,25785.6,2392.92,,2230.8,,6570.808,433,17678,0
Minnesota,61,2012,8.73E+07,1.01E+08,578,2,0,1,3,94.7,0,1,2,5.300003,18.28447,18.42848,189.52,14604.36,3943.32,11.67,1364.76,,4625.92,3189,14219,0
Minnesota,61,2012,8.43E+07,8.21E+07,96,3,0,1,3,94.8,0,2,2,5.199997,18.24984,18.22341,74.16,3204.84,2353.14,,449.172,,1224.312,697,3443,0
Minnesota,61,2012,3.65E+08,4.05E+08,578,6,0,1,3,71.7,0,1,0,28.3,19.7141,19.81818,46.35,2398.02,1000.62,,413.988,,837.336,258,1809,0
Minnesota,61,2012,2.42E+08,2.67E+08,232,5,0,1,3,66.9,0,1,2,33.1,19.30624,19.40138,224.54,23041.8,12610.26,14.84,1637.82,,4876.12,2177,12704,0
Minnesota,61,2012,9.93E+07,9.88E+07,76,3,0,1,3,92.3,0,2,2,7.699997,18.41401,18.40871,20.6,898.62,81.6,,292.608,,332.488,23,508,1
Minnesota,61,2012,4.66E+07,5.02E+07,135,4,0,1,3,92.8,0,2,2,7.199997,17.65718,17.73231,49.44,1503.48,1240.32,,324.264,,478.16,328,1349,0
Minnesota,61,2012,1.07E+08,1.50E+08,86,3,0,1,3,85.7,0,1,2,14.3,18.48627,18.82725,172.01,11074.14,2152.2,,1193.352,,3217.016,441,11329,1
Minnesota,61,2012,4.09E+07,4.23E+07,565,2,0,1,3,67.2,0,2,2,32.8,17.52572,17.56092,17.51,1157.7,92.82,,191.628,,196.824,35,444,2
Minnesota,61,2012,2.30E+08,2.64E+08,192,4,0,1,3,66.9,0,1,2,33.1,19.25302,19.39218,203.94,13646.58,4794,0.53,1109.916,,3863.088,897,13205,1
Minnesota,61,2012,3.03E+08,3.20E+08,166,4,0,1,3,91.2,0,2,2,8.800003,19.52972,19.58258,203.94,13646.58,4794,0.53,1109.916,,3863.088,897,13205,0
Minnesota,61,2012,6.32E+07,6.62E+07,565,2,0,1,3,92.4,1,2,2,7.599998,17.96159,18.00831,25.75,1574.88,251.94,,549.996,,500.4,86,1699,0
Minnesota,61,2012,2.36E+07,2.45E+07,75,3,0,1,4,90.2,0,1,2,9.800003,16.97746,17.01506,24.72,1178.1,88.74,,151.164,,184.592,26,436,0
Minnesota,61,2012,2.56E+07,2.59E+07,25,2,0,1,4,94,1,2,2,6,17.05823,17.07114,25.75,944.52,41.82,,90.72,,135.664,11,226,1
Minnesota,61,2012,9204908,1.20E+07,565,1,0,1,4,94.5,1,2,2,5.5,16.03525,16.29805,25.75,2553.06,374.34,,315.72,,739.48,125,1599,0
Minnesota,61,2012,1.73E+07,1.86E+07,13,1,0,1,4,77,1,2,2,23,16.66483,16.73933,25.75,2321.52,237.66,,293.016,,656.08,52,1381,0
Minnesota,61,2012,4.29E+07,4.62E+07,25,2,0,1,4,93.6,1,2,2,6.400002,17.5733,17.6493,14.42,529.38,14.28,,55.692,,72.28,7,110,2
Minnesota,61,2012,1.18E+07,1.18E+07,56,3,0,1,4,97.5,1,2,2,2.5,16.28564,16.282,21.63,266.22,23.46,,86.93999,,50.04,6,89,0
Minnesota,61,2012,8019927,8124071,65,3,0,1,4,97.7,1,2,2,2.300003,15.89744,15.91034,21.63,266.22,23.46,,86.93999,,50.04,6,89,0
Minnesota,61,2012,7.50E+07,7.73E+07,25,2,0,1,4,96.9,1,2,2,3.099998,18.13249,18.16363,21.63,266.22,23.46,,86.93999,,50.04,6,89,0
Minnesota,61,2012,1.58E+08,1.74E+08,38,2,1,0,0,83.4,0,2,2,16.6,18.87556,18.97632,25.75,2176.68,177.48,,337.908,,539.32,63,1127,0
Minnesota,61,2012,4.43E+07,4.59E+07,113,4,1,0,0,88.9,0,2,2,11.1,17.60729,17.64139,25.75,1798.26,275.4,,438.768,,410.328,88,1042,0
Minnesota,61,2012,7.77E+07,7.63E+07,64,3,1,0,0,93.1,1,2,2,6.900002,18.16781,18.15016,37.08,3166.08,1489.2,,568.416,,1085.312,530,2276,1
Minnesota,61,2012,6.63E+08,6.58E+08,353,6,1,0,1,71.7,0,1,0,28.3,20.31175,20.30481,381.1,27757.26,14102.52,22.37,4225.2,,7473.752,8238,20673,0
Minnesota,61,2012,4.44E+08,5.68E+08,335,6,1,1,0,83.4,0,2,2,16.6,19.91133,20.15773,18.54,1474.92,35.7,,255.156,,217.952,12,399,0
Minnesota,61,2012,8.15E+08,9.29E+08,797,8,1,1,0,83.4,0,2,2,16.6,20.51873,20.65002,311.06,22665.42,2900.88,143.04,2611.68,,5504.4,444,16384,0
Minnesota,61,2012,4.52E+08,4.94E+08,426,7,1,1,0,71.7,0,1,0,28.3,19.92993,20.01765,356.38,32536.98,3451.68,31.76,3534.048,,8624.672,3356,21414,0
Minnesota,61,2012,3.98E+07,4.02E+07,108,4,1,1,0,93.2,0,2,2,6.800003,17.4993,17.50897,78.28,3344.58,1556.52,,1198.092,,1138.688,429,2566,2
Minnesota,61,2012,1.41E+08,1.46E+08,129,4,1,1,0,88.6,0,2,2,11.4,18.76164,18.80095,804.43,81068.58,10791.6,359.02,5612.4,,15735.912,3560,36641,0
Minnesota,61,2012,7.86E+07,8.33E+07,58,3,1,1,0,87.8,1,2,2,12.2,18.18031,18.23797,42.23,2597.94,2121.6,,520.512,,928.52,282,2511,0
Minnesota,61,2012,2.41E+07,2.61E+07,100,4,1,1,0,92.6,1,2,2,7.400002,16.99567,17.07677,24.72,809.88,120.36,,157.704,,131.216,14,374,0
Minnesota,61,2012,1.17E+07,1.18E+07,110,4,1,1,0,92.7,1,2,2,7.300003,16.27727,16.27983,24.72,809.88,120.36,,157.704,,131.216,14,374,0
Minnesota,61,2012,5.90E+08,6.26E+08,426,7,1,1,1,66.9,0,1,2,33.1,20.1949,20.25518,429.51,43498.92,30366.42,129.83,3945.096,,8854.856,8639,26935,0
Minnesota,61,2012,1.02E+09,1.07E+09,1112,8,1,1,2,71.7,0,1,0,28.3,20.74751,20.78655,478.95,44013,16554.6,13.08,4212.36,,11144.464,4163,26323,2
Minnesota,61,2012,6.20E+08,7.29E+08,467,7,1,1,2,90.6,0,2,2,9.400002,20.24568,20.40728,623.15,60166.74,19357.56,48.02,5280.816,,13260.6,2406,37343,0
Mississippi,63,2012,2.81E+07,2.92E+07,34,2,0,0,0,68.9,0,1,1,31.1,17.15116,17.189,169.95,17729.64,3065.1,,1241.364,,4937.28,954,10663,0
Mississippi,63,2012,5.87E+07,5.71E+07,49,2,0,0,0,88.6,0,1,2,11.4,17.88723,17.85957,144.2,11328.12,3474.12,,1085.184,,2895.648,930,6034,0
Mississippi,63,2012,1.50E+08,1.57E+08,128,4,0,0,0,91.1,0,1,2,8.900002,18.82867,18.8707,93.73,12378.72,1780.92,,946.9919,,2960.144,789,4974,0
Mississippi,63,2012,4.59E+07,4.84E+07,52,3,0,0,0,83.2,0,2,2,16.8,17.64263,17.69439,43.26,2998.8,400.86,,417.996,,969.664,151,1953,0
Mississippi,63,2012,1.24E+08,1.29E+08,219,5,0,0,0,95.4,0,1,2,4.599998,18.63698,18.67718,163.77,10615.14,4994.94,,767.208,,2159.504,1715,4311,0
Mississippi,63,2012,1.89E+07,1.97E+07,25,2,0,0,0,96.4,1,0,2,3.599998,16.75558,16.79396,18.54,1586.1,123.42,,102.528,,380.304,42,524,0
Mississippi,63,2012,1.26E+07,1.18E+07,18,1,0,0,0,97.7,1,0,2,2.300003,16.35028,16.286,25.75,3746.46,180.54,,315.156,,452.584,59,788,0
Mississippi,63,2012,4.11E+07,4.40E+07,25,2,0,0,0,96.5,1,0,2,3.5,17.53117,17.60022,25.75,2772.36,123.42,,158.7,,437.016,52,741,0
Mississippi,63,2012,1.49E+07,1.47E+07,25,2,0,0,0,95.7,1,0,2,4.300003,16.5187,16.50645,22.66,1153.62,72.42,,124.164,,220.176,33,317,0
Mississippi,63,2012,1.65E+07,1.62E+07,25,2,0,0,0,98,1,0,2,2,16.62161,16.59787,22.66,1153.62,72.42,,124.164,,220.176,33,317,0
Mississippi,63,2012,4.40E+08,4.60E+08,599,8,0,0,2,68.9,0,1,1,31.1,19.90293,19.94594,337.84,38186.76,13530.3,,3389.484,,8670.264,4149,15624,0
Mississippi,63,2012,5.66E+08,6.27E+08,352,6,0,0,2,86.3,0,2,2,13.7,20.15387,20.25695,577.83,41785.32,5339.7,,3759.96,,9974.64,1065,23173,0
Mississippi,63,2012,3.88E+08,4.43E+08,261,5,0,0,3,87.9,0,1,2,12.1,19.77641,19.90906,233.81,30503.1,11813.64,,2365.56,,6062.624,2461,10938,0
Mississippi,63,2012,1.37E+08,1.33E+08,116,4,0,0,3,95.3,1,0,2,4.699997,18.73484,18.70306,103,15116.4,1957.38,,1109.94,,3430.52,525,6095,0
Mississippi,63,2012,7.09E+07,9.13E+07,62,3,0,1,0,94.4,0,1,2,5.599998,18.07609,18.32951,63.86,2903.94,634.44,,592.56,,1015.256,162,2511,0
Mississippi,63,2012,1.74E+08,1.77E+08,1117,4,0,1,0,68.9,0,1,1,31.1,18.97418,18.98911,22.66,1280.1,175.44,,143.616,,284.672,46,437,0
Mississippi,63,2012,2.91E+08,3.16E+08,227,5,0,1,0,87.9,0,1,2,12.1,19.48974,19.57028,185.4,19072.98,2937.6,,1065.6,,4713.768,701,11998,0
Mississippi,63,2012,1.35E+07,1.67E+07,20,1,0,1,0,95.3,0,1,2,4.699997,16.41952,16.63157,196.73,22889.82,7087.98,,2298.888,,5032.912,1315,10165,0
Mississippi,63,2012,3.51E+07,3.94E+07,25,2,0,1,0,94.7,1,0,2,5.300003,17.37304,17.48909,21.63,2818.26,613.02,,191.604,,501.512,169,801,0
Mississippi,63,2012,2.72E+07,2.67E+07,25,2,0,1,0,96,1,0,2,4,17.11993,17.09927,25.75,940.44,953.7,,278.172,,180.144,261,655,0
Mississippi,63,2012,1.63E+07,2.02E+07,25,2,0,1,0,91,1,0,2,9,16.60972,16.82328,22.66,693.6,962.88,,175.032,,181.256,405,637,1
Mississippi,63,2012,3.51E+08,3.53E+08,272,5,0,1,1,63.3,0,1,2,36.7,19.67624,19.68181,737.48,54860.7,34983.96,,5619.6,,12007.376,6846,33297,1
