stata_name,stcd,year,total_hosp_cost,total_hosp_revenue,hospital_beds,bedsize_cat,teaching_hospital,system_member,level_trauma,white,rural_area,herf_cat,herf_index,non_white,log_hosp_cost,log_hosp_revenue,total_hospital_beds,total_hospital_medicare_days,total_hospital_medicaid_days,interns_and_residents,total_hospital_employees_on_payr,total_hospital_non_paid_workers,total_hospital_medicare_discharg,total_hospital_medicaid_discharg,total_hospital_discharges,own
Nebraska,66,2011,1.01E+08,1.03E+08,161,4,1,0,0,88.5,0,2,2,11.5,18.43319,18.45034,96,7465,1952,,593.83,,1777,545,3562,3
Nebraska,66,2011,1.56E+07,1.62E+07,64,3,0,0,0,95.7,1,2,2,4.300003,16.5642,16.5995,25,1077,106,,110.2,,182,27,331,3
Nebraska,66,2011,3.66E+07,3.93E+07,154,4,0,0,0,93.1,1,2,2,6.900002,17.41535,17.48782,25,2064,324,,215.98,,445,97,871,3
Nebraska,66,2011,2.34E+07,2.80E+07,25,2,0,1,3,94.6,1,2,2,5.400002,16.96752,17.14819,25,2995,188,,177.11,,529,77,990,3
Nebraska,66,2011,1.42E+07,1.56E+07,25,2,0,0,0,92.7,1,2,2,7.300003,16.47159,16.56027,25,1356,82,,132.11,,211,24,349,3
Nebraska,66,2011,2006922,1915435,20,1,0,1,0,96.4,1,2,2,3.599998,14.51211,14.46546,20,202,4,,20.4,,14,,23,3
Nebraska,66,2011,6216872,6481890,25,2,0,0,0,97.7,0,2,2,2.300003,15.64278,15.68452,25,1030,11,,66.61,,143,4,165,3
Nebraska,66,2011,3.09E+07,3.25E+07,25,2,0,1,0,95.9,0,1,2,4.099998,17.24741,17.29809,21,1446,145,,162.35,,230,46,483,3
Nebraska,66,2011,1.96E+08,1.83E+08,285,5,0,1,2,71.9,0,1,1,28.1,19.09308,19.02655,178,11621,11156,9.25,867.18,,2250,2057,8403,3
Nebraska,66,2011,4.32E+08,4.39E+08,460,7,0,1,0,71.9,0,1,1,28.1,19.8844,19.89914,344,31447,9034,12.3,2424.34,,5603,1985,16903,3
Nebraska,66,2011,6188043,5784900,230,1,0,1,0,97.7,1,2,2,2.300003,15.63813,15.57076,16,937,14,,50.63,,133,5,179,3
Nebraska,66,2011,7695189,8455609,56,3,0,0,0,93.1,1,2,2,6.900002,15.85611,15.95034,13,440,20,,47.82,,51,9,84,3
Nebraska,66,2011,3.31E+08,3.64E+08,320,6,0,1,2,71.9,0,1,1,28.1,19.61714,19.71152,295,28796,17027,9.42,1415.11,,5007,2129,15764,3
Nebraska,66,2011,7388119,7890160,18,1,0,1,0,96,1,2,2,4,15.81538,15.88113,17,953,50,,61.99,,186,13,264,3
Nebraska,66,2011,5.24E+07,5.18E+07,230,3,0,1,3,83.8,0,1,2,16.2,17.77392,17.76242,70,3067,731,,253.73,,773,115,1913,3
Nebraska,66,2011,1.91E+07,1.95E+07,64,3,0,0,3,96.9,1,2,2,3.099998,16.76269,16.78484,19,1263,164,,189.47,,175,45,316,3
Nebraska,66,2011,3.57E+07,3.68E+07,25,2,0,0,4,93.6,1,2,2,6.400002,17.38949,17.42117,25,2012,369,,212.98,,369,72,688,3
Nebraska,66,2011,2.56E+07,3.01E+07,88,3,1,0,0,90.8,1,2,2,9.199997,17.05706,17.22121,19,2069,191,,190.5,,388,39,623,3
New Jersey,22,2011,7.49E+08,7.68E+08,1088,8,1,1,2,75.1,0,1,2,24.9,20.43426,20.45872,567,70569,4584,167.01,4194.18,,11653,805,35798,3
New Jersey,22,2011,2.24E+08,2.40E+08,1251,5,0,1,2,85.9,0,1,2,14.1,19.22515,19.29546,,,,,,,,,,3
New Jersey,22,2011,1.19E+08,1.21E+08,142,4,0,1,2,76.7,0,1,1,23.3,18.59403,18.60859,129,22364,1040,,750.4,,3858,75,7935,3
New Jersey,22,2011,3.11E+08,3.42E+08,338,6,1,0,0,54.5,0,1,1,45.5,19.55576,19.65074,206,26971,2672,39.91,2129.07,,5223,456,14687,3
New Jersey,22,2011,6.95E+08,7.45E+08,700,8,1,0,2,45.3,0,1,2,54.7,20.35935,20.4292,681,61410,24234,191.34,4508.03,,9762,3178,36923,3
New Jersey,22,2011,3.02E+08,3.05E+08,454,7,1,0,0,45.4,0,1,2,54.6,19.52437,19.53419,259,23013,9003,41.63,1965.73,,3697,2504,15349,3
New Jersey,22,2011,2.98E+08,3.07E+08,413,6,1,1,0,50.3,0,2,2,49.7,19.51137,19.54147,284,33035,9814,20.67,1986.35,,6280,5290,18406,3
New Jersey,22,2011,9.61E+07,9.14E+07,111,4,1,1,0,85.7,0,1,2,14.3,18.38132,18.33028,101,12156,500,,651.2,9.67,2463,158,5018,3
New Jersey,22,2011,2.58E+08,2.78E+08,429,7,0,1,0,33.2,0,1,2,66.8,19.36706,19.44296,291,37165,8740,,1441.62,,6389,1509,18674,3
New Jersey,22,2011,5.65E+08,6.06E+08,402,7,1,1,0,33.2,0,1,2,66.8,20.15246,20.22235,485,44528,21702,204.09,2968.13,,5929,3117,24812,3
New Jersey,22,2011,2.85E+08,2.89E+08,449,5,1,1,2,54.5,0,1,1,45.5,19.46706,19.48053,176,18056,4036,43.34,1710.26,,3797,743,9391,3
New Jersey,22,2011,1.59E+08,1.44E+08,240,5,0,1,3,85.9,0,1,2,14.1,18.88139,18.78662,294,27428,5923,,975.77,,4372,1295,11871,3
New Jersey,22,2011,1.48E+08,1.47E+08,89,3,1,0,0,70.6,0,1,2,29.4,18.8147,18.80377,89,10127,214,26.35,733.74,,2225,164,4297,3
New Jersey,22,2011,7.64E+08,7.81E+08,1015,8,1,1,1,49.2,0,1,2,50.8,20.45404,20.47591,610,71773,13356,267.85,3840,,10657,1990,33367,3
New Jersey,22,2011,1.33E+08,1.37E+08,1251,4,0,1,2,85.9,0,1,2,14.1,18.70338,18.73344,112,16099,797,,705.44,30.67,3398,137,6061,3
New Jersey,22,2011,4.38E+08,4.51E+08,441,7,1,1,0,49.2,0,1,2,50.8,19.8988,19.92776,351,42550,2727,31.52,2034.73,,7202,677,21525,3
New Jersey,22,2011,1.71E+08,1.66E+08,269,5,1,0,0,45.3,0,1,2,54.7,18.9587,18.92979,279,25602,2142,1.91,1098.76,,4064,629,9868,3
New Jersey,22,2011,1.28E+08,1.26E+08,163,4,1,1,0,54.5,0,1,1,45.5,18.665,18.64855,180,14473,1918,28.28,710,,2253,281,6401,3
New Jersey,22,2011,3.03E+08,2.92E+08,269,5,1,0,0,30.8,0,1,2,69.2,19.52928,19.49385,265,17961,8762,77.44,1815.2,,3441,1466,16833,3
New Jersey,22,2011,5.79E+08,6.28E+08,493,7,1,0,1,60.3,0,1,2,39.7,20.17618,20.25871,489,34768,15206,262.77,3495.29,,5990,1617,25018,3
New Jersey,22,2011,6.29E+08,6.56E+08,538,8,1,1,2,58.6,0,2,2,41.4,20.26032,20.30145,542,65725,14414,44.74,3807.36,,10762,2244,31637,3
New Jersey,22,2011,4.59E+08,4.82E+08,1088,5,1,1,2,45.4,0,1,2,54.6,19.9451,19.99292,480,48314,2045,77.57,2771.88,,8640,396,24355,3
New Jersey,22,2011,1.69E+08,1.68E+08,260,5,0,0,0,75.1,0,1,2,24.9,18.94738,18.93871,256,27307,1384,,1067.19,,4490,210,10260,3
New Jersey,22,2011,1.17E+08,1.18E+08,196,4,1,0,0,33.2,0,1,2,66.8,18.57555,18.58505,159,23590,6951,,1005.05,,3121,905,6681,3
New Jersey,22,2011,4.21E+08,4.27E+08,495,7,1,0,0,60.3,0,1,2,39.7,19.85878,19.87329,483,57370,9037,157.9,2747.12,,11377,1352,30167,3
New Jersey,22,2011,2.04E+08,2.01E+08,1015,5,0,1,0,54.5,0,1,1,45.5,19.1328,19.12066,234,29597,1289,,1319.95,,5570,305,14569,3
New Jersey,22,2011,9.90E+07,9.82E+07,1088,4,0,1,2,88.8,0,1,2,11.2,18.41045,18.40202,132,13527,453,,890.41,,2663,76,6134,3
New Jersey,22,2011,2.32E+08,2.46E+08,1251,5,0,1,2,76.7,0,1,1,23.3,19.2611,19.32201,211,28225,1446,,1311.81,,5135,410,13064,3
New Jersey,22,2011,1.08E+08,1.07E+08,180,4,0,0,0,86.9,0,2,2,13.1,18.49852,18.49098,242,20129,1868,,778.68,,4739,508,10248,3
New Jersey,22,2011,2.50E+08,2.33E+08,449,5,0,1,2,54.5,0,1,1,45.5,19.33649,19.26597,211,10200,5879,2.55,1509.92,,2449,1407,10873,3
New Jersey,22,2011,3.09E+08,3.36E+08,337,6,1,1,0,76.7,0,1,1,23.3,19.54827,19.63137,279,22744,9886,116.78,1678.76,,4503,1983,19824,3
New Jersey,22,2011,2.68E+08,2.72E+08,318,6,0,0,0,62.5,0,1,2,37.5,19.40671,19.42297,290,38632,1213,,1655.3,,6863,292,14306,3
New Jersey,22,2011,2.33E+08,2.52E+08,178,4,1,0,0,87.7,0,1,2,12.3,19.26555,19.34658,170,17722,1155,19.19,1543.55,,3192,178,7648,3
New Jersey,22,2011,1.29E+09,1.34E+09,694,8,1,0,2,62.5,0,1,2,37.5,20.97672,21.01261,,,,,,,,,,3
New Jersey,22,2011,9.99E+07,1.03E+08,1015,4,0,1,0,45.4,0,1,2,54.6,18.41957,18.44823,141,19219,924,,678,,3569,109,6085,3
New Jersey,22,2011,2.58E+08,2.30E+08,207,5,1,1,0,33.2,0,1,2,66.8,19.36751,19.2545,187,26774,6793,92.98,1196.26,,3958,1017,10204,3
New Jersey,22,2011,4.71E+07,4.56E+07,80,3,1,0,0,58.6,0,2,2,41.4,17.66702,17.63464,52,10346,607,,391.48,,756,19,1137,3
New Jersey,22,2011,1.27E+08,1.33E+08,140,4,1,1,0,85.7,0,1,2,14.3,18.66023,18.70886,125,16924,580,19.1,908.96,,3285,84,6034,3
New Jersey,22,2011,2.03E+08,2.07E+08,206,5,0,0,0,58.6,0,2,2,41.4,19.12851,19.14937,296,24109,1228,,1162,,4702,283,10608,3
New Jersey,22,2011,3.06E+08,3.34E+08,312,6,0,1,0,70.6,0,1,2,29.4,19.53837,19.62617,302,38364,3047,16.48,1398.8,,7174,604,21101,3
New Jersey,22,2011,2.21E+08,2.37E+08,273,5,0,0,0,76.7,0,1,1,23.3,19.21165,19.28263,245,30769,2444,18.52,1544.37,,6003,653,15979,3
New Jersey,22,2011,5.58E+08,6.17E+08,446,7,0,0,0,62.5,0,1,2,37.5,20.1392,20.23994,425,70470,1268,,3175.01,89.54,13254,218,26584,3
New Jersey,22,2011,3.49E+08,3.64E+08,247,5,1,0,0,62.5,0,1,2,37.5,19.67005,19.71201,320,38728,4552,52.01,1923.72,,7000,578,15704,3
New Jersey,22,2011,1.37E+08,1.38E+08,176,4,0,0,0,30.8,0,1,2,69.2,18.73224,18.73955,202,23055,7995,,807,,4299,1012,10780,3
New Jersey,22,2011,4.20E+08,4.17E+08,384,6,1,0,0,49.2,0,1,2,50.8,19.85561,19.84966,383,29461,12812,104.02,2568,,4936,1830,26807,3
New Jersey,22,2011,5.80E+08,6.17E+08,1251,8,1,1,2,76.7,0,1,1,23.3,20.17863,20.23981,513,60355,8962,104.88,3000.48,,10073,971,27628,3
New Jersey,22,2011,3.51E+08,3.61E+08,489,7,0,1,3,85.9,0,1,2,14.1,19.67622,19.70332,463,87511,3055,,2115.16,,15448,703,29190,3
New Jersey,22,2011,3.10E+08,2.93E+08,426,7,0,1,0,75.1,0,1,2,24.9,19.55319,19.49539,337,27883,4538,,1934.26,,5907,853,16735,3
New Jersey,22,2011,1.15E+08,1.17E+08,221,5,0,1,0,70.6,0,1,2,29.4,18.55862,18.57648,110,13479,937,11.39,604.33,,2863,342,6515,3
New Jersey,22,2011,2.38E+08,2.34E+08,277,5,1,0,0,49.2,0,1,2,50.8,19.2864,19.26995,277,36455,3112,28,1679,,5765,780,13994,3
New Jersey,22,2011,5.76E+07,7.03E+07,413,3,0,1,0,76.8,0,2,2,23.2,17.8692,18.06757,88,8791,357,,392.35,,1782,70,3832,3
New York,21,2011,2.70E+08,8.10E+08,299,5,0,1,2,71.6,0,2,0,28.4,19.41471,20.51205,268,42272,3087,6.93,1642,,7685,630,15589,3
New York,21,2011,6.72E+07,6.77E+07,171,4,1,0,0,87.3,0,2,2,12.7,18.02297,18.03024,161,12911,2744,,629.2,,2079,1113,6089,3
New York,21,2011,1.06E+08,1.04E+08,222,5,0,0,0,89.3,0,1,2,10.7,18.47505,18.45577,164,13391,2954,,968.2,,2183,309,5966,3
New York,21,2011,1.36E+08,1.37E+08,315,6,0,1,0,77.7,0,2,2,22.3,18.72452,18.73681,164,10125,600,,867.6,,1968,133,7136,3
New York,21,2011,6.49E+08,6.95E+08,188,4,1,1,1,48,0,1,0,52,20.29112,20.36011,177,23345,490,84.83,3226.2,,5215,93,13478,3
New York,21,2011,8.75E+07,9.18E+07,130,4,0,0,0,92.9,0,2,2,7.099998,18.28668,18.33494,87,6688,1893,,612.8,,1150,479,2572,3
New York,21,2011,8.60E+07,8.72E+07,158,4,0,0,0,93.8,0,0,2,6.199997,18.26975,18.28372,74,7425,699,,694.4,,1305,180,3470,3
New York,21,2011,2.59E+08,2.64E+08,244,5,1,1,0,87.4,0,2,2,12.6,19.37351,19.3913,201,23409,10606,,1973.8,,4201,1847,11027,3
New York,21,2011,1.89E+08,1.92E+08,265,5,1,1,2,65.5,0,2,0,34.5,19.0576,19.07313,192,21040,1223,18.08,1027.19,,3633,250,7253,3
New York,21,2011,9.13E+07,9.08E+07,407,5,0,0,0,74.5,1,0,2,25.5,18.32975,18.32385,111,9336,1561,,680.2,,1895,321,4859,3
New York,21,2011,4.20E+07,3.93E+07,61,3,1,0,0,72.8,0,2,2,27.2,17.55376,17.48558,61,3464,361,,387.3,,597,53,2283,3
New York,21,2011,1.66E+09,1.77E+09,804,8,1,1,1,65.5,0,2,0,34.5,21.23055,21.29303,777,109356,13710,325.1,8096.1,,16826,2117,50039,3
New York,21,2011,6.44E+08,6.52E+08,519,8,1,1,1,27.6,0,1,1,72.4,20.28244,20.295,519,65582,13716,235.35,3662.4,,10030,2472,32461,3
New York,21,2011,2.21E+07,2.04E+07,87,3,0,0,3,92.9,0,2,2,7.099998,16.91082,16.83273,47,3941,822,,246.78,,536,254,1128,3
New York,21,2011,4.17E+07,3.98E+07,72,3,1,0,0,93.8,0,2,2,6.199997,17.54572,17.49869,36,3037,187,,273.89,,741,52,1718,3
New York,21,2011,2.60E+09,2.63E+09,1418,8,1,0,2,10.9,0,1,2,89.1,21.67816,21.68923,1341,116603,78188,1101.35,15036.9,,16856,10741,81754,3
New York,21,2011,3.66E+08,3.72E+08,365,6,0,1,0,74.6,0,1,2,25.4,19.71877,19.7355,365,47025,6032,,1706,,7995,826,19251,3
New York,21,2011,1.95E+08,1.98E+08,204,5,1,1,2,65.5,0,2,0,34.5,19.0889,19.10208,204,34097,1062,32.1,1128.32,,5246,217,11823,3
New York,21,2011,2.92E+08,2.98E+08,300,6,1,0,0,95.2,0,1,2,4.800003,19.49261,19.51338,293,30998,6119,,2289.6,,5431,644,14197,3
New York,21,2011,1.40E+09,1.45E+09,840,8,1,1,1,65.5,0,2,1,34.5,21.06126,21.0928,641,55958,20511,517.94,7298.9,,8779,2745,42426,3
New York,21,2011,5.92E+07,6.00E+07,138,4,1,1,0,95.6,1,0,2,4.400002,17.89586,17.90947,58,4750,1306,,439.6,,839,308,1951,3
New York,21,2011,5.93E+07,5.39E+07,222,5,1,1,3,94.4,0,2,2,5.599998,17.89747,17.80216,139,3354,4868,,482.3,,747,513,2058,3
New York,21,2011,3.50E+08,3.65E+08,487,7,0,0,0,79.2,0,2,2,20.8,19.67476,19.71611,495,36672,20945,41.42,2330.3,,6497,1772,20534,3
New York,21,2011,1.11E+09,1.07E+09,1541,8,1,0,1,77.7,0,2,2,22.3,20.82477,20.79525,995,70865,24791,383.2,7647.93,,11082,3229,59067,3
New York,21,2011,4.96E+08,5.00E+08,393,6,1,0,1,35.7,0,1,0,64.3,20.02218,20.02946,328,36651,13025,327.8,3547.9,,5486,2699,22617,3
New York,21,2011,1.00E+08,9.76E+07,140,4,0,0,0,65.5,0,2,0,34.5,18.42541,18.39682,203,20248,316,1,701.74,,3500,57,7137,3
New York,21,2011,6.08E+07,7.00E+07,68,3,0,1,0,74.6,0,1,2,25.4,17.92318,18.06379,58,6508,513,,326.8,,1234,67,3137,3
New York,21,2011,3.78E+08,3.87E+08,385,6,1,0,2,65.5,0,2,0,34.5,19.75117,19.7737,364,53872,3934,33.24,2457.14,,8251,635,19912,3
New York,21,2011,6.03E+07,5.70E+07,212,5,1,0,0,91.8,0,2,2,8.199997,17.9155,17.85864,88,7054,3749,,541.8,,1043,200,2549,3
New York,21,2011,8.70E+07,8.75E+07,271,5,0,1,3,82.6,0,2,2,17.4,18.2811,18.28718,85,6065,1043,,561.21,,1146,373,2636,3
New York,21,2011,1.66E+08,1.68E+08,195,4,1,1,2,71.6,0,2,0,28.4,18.92784,18.94183,155,14855,10250,3,1140.6,,2164,561,7962,3
New York,21,2011,7.66E+07,6.90E+07,212,5,0,1,2,87.4,0,2,2,12.6,18.15439,18.0493,96,10633,4559,,525.17,,1594,787,3569,3
New York,21,2011,1.87E+08,1.95E+08,196,4,1,1,2,65.5,0,2,0,34.5,19.04504,19.08812,299,22274,3646,0.27,1226.82,,3544,681,9321,3
New York,21,2011,1.31E+08,1.40E+08,310,6,0,1,0,85.1,0,1,2,14.9,18.68935,18.75979,100,15166,4467,,1155.4,,2823,1039,5124,3
New York,21,2011,1.94E+08,2.03E+08,238,5,0,0,1,57.4,0,1,0,42.6,19.08232,19.12982,161,19314,9259,,1193.06,,3305,738,7624,3
New York,21,2011,3.26E+08,3.55E+08,312,6,1,1,0,35.7,0,1,0,64.3,19.60187,19.68715,300,23799,15777,225.76,2243.28,,3280,2585,16597,3
New York,21,2011,2.76E+08,2.83E+08,341,6,0,0,2,91.1,0,1,2,8.900002,19.43605,19.4622,287,31942,7724,,1764.9,,4314,1746,8917,3
New York,21,2011,6.65E+08,6.91E+08,520,8,1,1,2,72.8,0,2,2,27.2,20.31575,20.35322,470,40944,8822,111.96,5060.6,,6733,1612,32408,3
New York,21,2011,6.83E+07,7.80E+07,82,3,0,1,0,94.4,0,2,2,5.599998,18.03879,18.17205,82,9603,2335,,480.7,6.51,2668,612,4274,3
New York,21,2011,9.74E+08,8.86E+08,641,8,1,0,0,35.7,0,1,0,64.3,20.69673,20.60275,641,73245,23861,362.37,5496,,10595,3084,37292,3
New York,21,2011,1.60E+07,1.64E+07,15,1,0,1,0,93.2,1,0,2,6.800003,16.59066,16.61557,15,1972,32,,104.8,,240,11,364,3
New York,21,2011,8.12E+07,8.38E+07,165,4,1,1,0,76,0,1,2,24,18.21203,18.2445,165,10913,938,,687.4,,1914,149,4682,3
New York,21,2011,2.51E+08,2.52E+08,248,5,1,0,0,71.6,0,2,0,28.4,19.3393,19.34534,195,35380,1550,,1732.2,,5661,272,11333,3
New York,21,2011,9.55E+07,9.12E+07,132,4,0,0,0,95.1,0,2,2,4.900002,18.37495,18.32835,132,10859,1192,,841.76,,1831,1042,4454,3
New York,21,2011,1.46E+08,1.63E+08,190,4,0,0,0,80.2,0,1,2,19.8,18.79669,18.90761,141,10218,1284,,1026.5,,2192,232,5091,3
New York,21,2011,2.03E+08,1.93E+08,277,5,1,0,0,35.7,0,1,0,64.3,19.12659,19.07879,167,9679,15442,108.15,1312.35,,1318,2824,8757,3
New York,21,2011,2.76E+08,2.80E+08,319,6,1,0,0,84.8,0,1,2,15.2,19.43714,19.44881,221,33863,3543,6.85,5924.56,,5619,543,14012,3
New York,21,2011,8.34E+07,7.96E+07,220,5,0,1,0,92.7,0,1,2,7.300003,18.23936,18.19278,100,9129,1462,,660.2,,1746,313,3518,3
New York,21,2011,7.76E+07,7.34E+07,122,4,1,1,0,57.4,0,1,0,42.6,18.16733,18.11114,100,6828,1758,24,492.3,,981,337,2819,3
New York,21,2011,1.06E+08,1.09E+08,150,4,0,1,0,81.7,0,1,2,18.3,18.47914,18.50465,147,26042,2687,19.94,901,,4774,540,9772,3
New York,21,2011,4.57E+08,4.84E+08,312,6,0,1,2,65.5,0,2,0,34.5,19.94008,19.99793,306,67901,1362,2.03,2656.1,,9876,214,17969,3
New York,21,2011,3.57E+08,3.52E+08,660,8,1,0,1,10.9,0,1,2,89.1,19.69241,19.67828,316,11616,25188,274.59,2454.06,,2121,6363,18818,3
New York,21,2011,4.31E+07,4.60E+07,115,4,0,1,0,77.2,0,1,2,22.8,17.57798,17.6441,17,3040,63,,72.5,,466,11,736,3
New York,21,2011,8.21E+07,8.67E+07,219,5,0,0,0,93.7,0,1,2,6.300003,18.22313,18.2777,116,14842,7576,,758.25,,2073,241,4465,3
New York,21,2011,8.29E+07,8.18E+07,179,4,0,0,0,91.3,0,2,2,8.699997,18.23325,18.21971,85,16017,1527,,649.8,,2491,610,4879,3
New York,21,2011,2.28E+07,3.34E+07,156,4,1,1,0,94.4,0,2,2,5.599998,16.9425,17.32386,38,1360,377,,176,,408,117,870,3
New York,21,2011,8.56E+07,9.15E+07,125,4,1,1,0,35.7,0,1,0,64.3,18.26563,18.33143,134,30267,2091,,557,,4164,464,7391,3
New York,21,2011,1.77E+08,1.73E+08,202,5,0,0,0,68.2,0,1,2,31.8,18.98982,18.97157,193,26728,3185,,1128.1,,4900,699,11266,3
New York,21,2011,2.84E+08,3.03E+08,384,6,1,0,1,64,0,1,2,36,19.46328,19.52914,317,18882,16967,116.23,1965.4,,2883,3048,16933,3
New York,21,2011,1.46E+07,1.45E+07,25,2,0,1,0,93.2,1,0,2,6.800003,16.4972,16.49257,25,1926,1387,,158.9,,328,115,679,3
New York,21,2011,3953780,6399366,407,4,1,0,0,74.5,1,0,2,25.5,15.19018,15.67171,15,918,3,,39.34,,76,1,99,3
New York,21,2011,4.12E+08,4.39E+08,460,7,1,1,2,86.3,0,1,2,13.7,19.83561,19.90036,393,36500,17534,69.72,2987,,6692,3180,14993,3
New York,21,2011,9.66E+07,9.76E+07,186,4,0,1,0,91.9,0,1,2,8.099998,18.38658,18.39608,150,14505,746,4.11,524.03,,2276,193,5941,3
New York,21,2011,3.35E+08,3.30E+08,301,6,1,0,0,68.2,0,1,2,31.8,19.62815,19.61602,320,45939,3497,,1981.2,,7962,2948,18487,3
New York,21,2011,1.61E+09,1.77E+09,806,8,1,0,2,48,0,1,0,52,21.20244,21.29197,636,59158,8882,409.47,7567.4,,10867,1324,35346,3
New York,21,2011,7.22E+07,7.10E+07,150,4,1,0,0,57.4,0,1,0,42.6,18.09521,18.0784,30,5561,15,,399.2,,731,2,917,3
New York,21,2011,7.29E+07,7.64E+07,270,5,0,1,3,91,0,2,2,9,18.10495,18.15162,104,6733,1022,,495.3,,1251,273,3487,3
New York,21,2011,2.42E+08,2.55E+08,535,8,0,1,0,71.6,0,2,0,28.4,19.30552,19.3558,266,39128,1667,,1383.3,,5959,253,13158,3
New York,21,2011,4.95E+07,4.91E+07,54,3,1,0,0,92.2,0,2,2,7.800003,17.71727,17.70882,72,3557,726,,426,,858,287,2678,3
New York,21,2011,8.95E+08,9.23E+08,509,8,1,0,1,65.5,0,2,0,34.5,20.61245,20.64263,512,66107,10474,235.99,4005.27,,9952,1422,33852,3
New York,21,2011,4.14E+07,4.13E+07,65,3,0,0,0,89.3,0,1,2,10.7,17.53845,17.53534,65,4118,519,,419,,702,80,2660,3
New York,21,2011,1.22E+09,1.25E+09,840,8,1,1,1,48,0,1,0,52,20.92603,20.94498,893,94405,43092,391.22,7429.64,,15284,8104,52937,3
New York,21,2011,4.57E+08,4.62E+08,431,7,1,1,0,79.2,0,2,2,20.8,19.94061,19.951,421,61403,8921,61.19,3105.54,,10278,985,23907,3
New York,21,2011,5.18E+08,5.51E+08,537,8,1,1,2,71.6,0,2,0,28.4,20.06607,20.12728,437,54025,7638,66.96,3397.52,,8168,1203,27344,3
New York,21,2011,1.96E+08,1.98E+08,181,4,1,1,2,84.8,0,1,2,15.2,19.09301,19.10326,177,24763,3115,22.98,1713.9,,4655,629,10909,3
New York,21,2011,1.57E+09,1.65E+09,1031,8,1,0,2,48,0,1,0,52,21.17581,21.22356,1032,99842,33882,733.76,8554,,16838,4937,58117,3
New York,21,2011,3.40E+09,3.64E+09,2322,8,1,1,1,48,0,1,0,52,21.94809,22.01448,1875,181365,70426,1418.56,19420.25,,28280,9070,97644,3
New York,21,2011,2.05E+08,2.19E+08,242,5,1,1,2,27.6,0,1,1,72.4,19.13961,19.20283,240,30217,5713,43.78,1194.33,,4778,1306,16154,3
New York,21,2011,1.30E+08,1.30E+08,218,5,0,0,0,88.2,0,1,2,11.8,18.68061,18.68217,104,12628,1728,,1069.02,,2600,1031,5590,3
New York,21,2011,1.04E+09,1.04E+09,711,8,1,1,1,48,0,1,0,52,20.75844,20.76705,735,55827,38130,406.16,5732.71,,9056,5881,41505,3
New York,21,2011,1.66E+08,1.85E+08,212,5,1,0,0,85.8,0,2,2,14.2,18.93038,19.03483,183,23159,5737,10.2,1319.18,,3097,1100,7554,3
New York,21,2011,5.26E+08,4.61E+08,734,8,0,0,1,35.7,0,1,0,64.3,20.08031,19.94994,320,20257,17586,202.23,3140.15,,2550,2589,15331,3
New York,21,2011,3.05E+08,2.93E+08,279,5,1,0,0,35.7,0,1,0,64.3,19.5362,19.49508,276,22984,11747,155.36,1862.9,,3522,2289,17666,3
New York,21,2011,5.34E+08,5.67E+08,591,8,1,1,0,35.7,0,1,0,64.3,20.09533,20.15647,516,58073,12287,250.19,2990,,8540,2065,32508,3
New York,21,2011,1.91E+08,2.04E+08,199,4,0,0,0,92.7,0,1,2,7.300003,19.06893,19.13428,171,21100,2092,,1445.16,,3350,437,9294,3
New York,21,2011,8.57E+07,8.62E+07,425,7,0,1,0,87.3,0,2,2,12.7,18.26584,18.27175,155,9995,3280,,717,,1841,239,5918,3
New York,21,2011,1.01E+08,1.01E+08,132,4,0,1,0,91.8,0,2,2,8.199997,18.43488,18.43517,117,6512,669,,795.5,,1314,133,3991,3
New York,21,2011,8.47E+07,1.22E+08,288,5,1,0,0,87.3,0,2,2,12.7,18.25446,18.61943,145,11096,4077,7.74,826.53,,1618,628,5855,3
New York,21,2011,3.04E+08,3.17E+08,436,7,1,1,0,77.7,0,2,2,22.3,19.53195,19.57326,364,22586,5541,21.08,2146.3,,3772,544,18276,3
New York,21,2011,1.04E+08,1.07E+08,267,5,1,1,0,91.8,0,2,2,8.199997,18.45842,18.48453,113,6463,1019,,799.8,,1224,149,4470,3
New York,21,2011,1.06E+08,1.08E+08,80,3,1,0,0,71.6,0,2,0,28.4,18.47669,18.49717,94,10405,812,42.75,737.04,6.2,2638,204,5403,3
New York,21,2011,2.16E+08,2.28E+08,189,4,0,0,3,57.4,0,1,0,42.6,19.19061,19.24702,148,19097,3454,,1257.17,,3537,671,9770,3
New York,21,2011,7.57E+08,7.84E+08,663,8,1,1,1,64,0,1,2,36,20.44502,20.47939,531,49950,20031,251.21,4964.92,,9214,3405,39469,3
New York,21,2011,2.03E+08,2.02E+08,375,6,1,1,2,65.3,0,1,2,34.7,19.12681,19.12456,249,30887,6945,,1314.1,,5612,1144,14817,3
New York,21,2011,1.27E+08,1.29E+08,293,5,0,1,0,85.7,0,1,2,14.3,18.65839,18.67859,175,14382,8015,,1121.7,,2057,1555,6605,3
New York,21,2011,6.92E+07,6.74E+07,135,4,0,0,1,82.6,0,2,2,17.4,18.05212,18.02673,76,5061,2085,,549.6,,1072,727,2969,3
New York,21,2011,1.74E+08,1.84E+08,195,4,0,0,0,57.4,0,1,0,42.6,18.97268,19.02974,281,25753,2074,,1017.72,,4150,315,11192,3
New York,21,2011,6.56E+08,6.87E+08,644,8,1,0,1,76,0,1,2,24,20.30234,20.34827,597,49059,22235,314.61,4042.8,,7451,2555,30967,3
